EMPLID,CL1,CL2,CL3,CL4,CL5,CL6,CL7,CL8,CL9,CL10,CL11,CL12,CL13,CL14,CL15,CL16,CL17,CL18,CL19,CL20,
979700,0,,,,0,0,0,0,0,1,1,0,0,,,,,0,,,2
979748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0
979848,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,,,0
979962,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
980064,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
980136,0,0,0,,0,0,0,,0,0,,,0,,,,,0,,,0
980206,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
980339,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
980549,0,,0,0,0,0,0,0,0,0,0,,0,,,,,0,,,0
980615,0,0,,,,0,0,0,0,0,0,,,,0,,,,,,0
980618,,1,,,,,,,,,,,,,,1,,,,,2
980641,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
981124,0,0,,,1,,,,,,,0,0,1,1,,,0,,,3
981133,0,0,,0,,,,,,,,,0,0,,0,,0,0,,0
981139,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
981144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
981183,0,,,,0,0,0,0,0,1,1,,0,,,,0,0,,,2
981184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0
981187,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0
981394,0,,,,,0,0,0,,,0,,,,,,,,,,0
981442,0,,,,0,0,0,0,0,0,0,,0,,0,,,0,,,0
981600,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,0
981639,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,,,,,0
981691,0,0,,,,0,0,0,,0,0,,,,0,,,,,,0
981773,,1,,,,,,,,,,,,,,1,,,,,2
981776,0,,,,,1,1,,,,,,,,,,,,,,2
981790,0,,,,,0,0,0,0,0,0,0,,,0,,,,,,0
981869,0,,,,,0,0,,,,0,,,,,,,,,,0
981935,0,,,,,0,0,0,,,0,,,,,,,,,,0
981958,0,,,,,0,0,,,,0,,,,,,,,,,0
982079,0,,,,,0,0,1,1,,,,,,,,,,,,2
982103,,1,,,,,,,,,,,0,0,,,,,,,1
982125,,0,,0,,,,,,,,,1,,,,,,,,1
982184,0,,,,,,,,,,,,0,,0,0,0,0,,,0
982219,0,,,,,,,,,,,,0,1,,,,0,,,1
982241,0,0,,,,0,0,0,0,0,0,,,,0,,0,,,,0
982278,0,,0,,0,0,0,0,0,1,1,,,,,,,,,,2
982300,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
982338,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
982354,0,,,,,0,0,1,1,,,,,,,,,,,,2
982386,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,0
982441,,,,,,,,,,,,1,,,,,,,1,,2
982448,0,,,,,0,0,0,0,1,1,,,,,,,,,,2
982475,1,,,,,,,,,,,,,,,,,,,,1
982537,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0
982639,,1,,,,,,,,,,,1,,,,,,,,2
982672,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
982675,0,,,,,0,0,1,0,,,,,,,,,,,,1
982680,0,,0,,,0,0,0,0,0,1,,,,,,,,,,1
982687,0,,,,,0,0,0,0,0,1,,,,,,0,,,,1
982763,0,,0,0,0,0,0,0,0,,,0,0,,,,0,0,,,0
982772,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
982810,0,,0,0,,0,0,0,0,0,0,,,,0,,,,,,0
982821,0,,,,,0,0,0,,0,0,,,,0,,,,,,0
983008,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
983011,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,,,0
983081,0,0,,,0,0,0,0,0,0,0,,,,,,,,,,0
983100,0,,,,,0,0,0,0,0,0,,0,,,,,0,,,0
983278,,0,,,,,,,,,,,0,1,,,,,0,,1
983331,0,,,,,,1,,,,,,,,,,,,,,1
983475,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,,,1
983520,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,0
983521,0,,,,,0,0,,,,0,,,,0,,,,,,0
983708,,,,,,,,,,,,0,0,,,,0,0,,,0
983744,0,,,,,0,0,0,0,1,1,,,,,,,,,,2
983746,0,,,,,0,0,0,0,0,0,0,,,0,,,,,,0
983747,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
983898,0,0,0,0,,0,0,,0,0,,0,,0,,,,,,,0
983976,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
984019,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
984092,,0,,,,,,,,,,,1,,,1,,,,,2
984096,0,,0,,,0,0,0,0,0,0,,,,0,,,,,,0
984207,0,,,,,0,0,1,0,,,,,,,,,,,,1
984355,0,1,,,,,,,,,,,0,,0,0,,1,,,2
984371,0,,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,,,1
984376,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,,,0
984458,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
984461,0,,,,,0,0,,0,0,,,,,,,,,,,0
984483,0,,,,0,0,0,0,0,0,0,,,,,,,,,,0
984490,0,0,,0,,0,0,0,0,0,0,,0,,0,,0,0,,,0
984586,0,,,,,,,,,,,,1,,,1,,,,,2
984619,0,0,0,,,0,0,0,0,0,0,0,,,,,0,,,,0
984677,0,,,0,,0,0,0,0,0,1,0,,,,,,,,,1
984679,0,,0,0,0,0,0,,0,0,,0,0,,0,,,0,,,0
984701,1,1,,,,,,,,,,,,,,,,,,,2
984734,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
984823,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
984861,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,0
984865,0,,,0,0,1,,,,,,,0,,,,0,0,,,1
985026,1,,,,,,,,,,,,1,,,,,,,,2
985095,0,,,,,0,0,1,1,,,,,,,,,,,,2
985098,,,,0,,,,,,,,,0,,0,,,0,,,0
985105,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,2
985106,,1,,,,,,,,,,,,,,0,0,,,,1
985203,0,0,,,,0,0,0,0,1,1,,,,0,,,,,,2
985204,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
985220,,,,,,,,,,,,1,,1,0,,,,,,2
985324,0,,,0,,0,0,0,0,0,0,,,,,,,,,,0
985369,0,,,,0,0,0,0,0,0,0,,0,,,,,0,,,0
985377,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
985384,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
985472,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,0
985613,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
985677,0,0,,0,0,0,0,0,0,1,1,,0,,0,,,0,,,2
985976,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
986143,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
986228,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0
986286,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,0
986321,0,0,0,0,0,0,0,,0,0,,,0,,0,0,0,0,0,,0
986322,,,,,,,,,,,,,1,,1,,,,,,2
986323,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0
986325,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,0
986326,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
986327,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,,1
986333,0,0,0,0,,0,0,0,0,0,0,,0,,,,,0,,,0
986411,0,,,,,0,0,0,0,1,0,,0,,0,,0,0,,,1
986517,0,,0,,,0,0,1,0,,,,,,,,0,,,,1
986541,0,,0,,0,0,0,0,0,0,0,,0,,,,,0,,,0
986582,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,,,0
986595,0,,,,,0,1,,,,,,,,,,,,,,1
986706,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
986974,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,0,,,0
986983,1,,,,,,,,,,,,1,,,,,,,,2
987116,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,,,0
987244,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
987251,1,,,,,,,,,,,,1,,,,,,,,2
987299,0,,0,,,0,0,0,0,0,1,,,,,,,,,,1
987356,0,,0,,0,0,0,0,0,1,0,,0,,,,,0,,,1
987370,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
987378,0,,,0,0,1,1,,,,,,,,1,,0,,,,3
987448,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
987553,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,2
987621,0,,,,,0,0,0,0,,0,0,,,,,,,,,0
987641,,,,,,,,,,,,1,1,,,,,,,,2
987719,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
987974,,,,,,,,,,,,,1,,,,,,,,1
987976,0,,,0,,0,0,,,,,,,,,,,,,,0
988022,0,0,,,,0,0,0,0,0,0,,0,,,,,0,,,0
988076,0,,,,,0,,,,,,0,,,,,,,,,0
988123,0,,0,0,,0,0,0,0,0,1,,,,0,,,,,,1
988127,0,,0,0,0,0,0,,0,0,,,0,0,,,,0,0,,0
988128,1,,1,,,,,,,,,,,,,,,,,,2
988180,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
988190,0,0,,,0,0,0,0,0,1,1,0,0,,0,,,0,,,2
988196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
988223,0,0,0,0,0,0,0,1,1,,,,0,0,,,,0,,,2
988229,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
988351,,1,,,,,,,,,,,,,,0,1,,,,2
988385,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
988467,0,,,,,0,0,0,,0,0,,,,,,,,,,0
988527,0,,0,0,0,0,0,,0,0,,,0,,0,,,0,,,0
988602,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
988603,0,,,,,0,0,0,0,0,0,0,,,0,,,,,,0
988605,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
988626,0,,,,,0,0,0,0,0,1,,,,0,,,,,,1
988635,0,0,0,,,0,0,0,0,1,1,,,,,,,,,,2
988689,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
988718,0,,0,0,,0,0,0,0,0,0,,,0,,,,,,,0
988852,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
988869,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,0
988892,,0,,,,,,,,,,0,1,,,1,,,0,,2
988896,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
988930,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
988968,0,,,,,0,0,0,,0,0,,,,,,0,,,,0
988996,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
989027,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
989029,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
989032,0,0,,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,,,2
989035,,0,,0,,,,,,,,,1,,0,0,0,,1,,2
989037,0,,1,,,,,,,,,,0,,1,,,0,,,2
989095,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,0
989098,0,,,,,0,0,1,0,,,,,,0,,,,,,1
989101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
989103,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
989161,0,,,,,0,0,0,,,0,0,,,,,,,,,0
989238,0,,0,,0,,,,,,,,0,,,,,0,,,0
989239,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
989330,0,,,,,0,0,0,0,0,0,0,,,0,,,,,,0
989346,0,0,0,,,0,0,0,0,0,0,,,,0,,,,,,0
989354,,,,1,,,,,,,,,1,,,0,0,,,,2
989382,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
989390,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
989479,0,,,,,0,1,,,,,,,,0,,,,,,1
989526,,0,,0,,,,,,,,,1,,,0,,,0,,1
989532,0,,,,,,,,,,,,0,,,,,0,,,0
989571,1,,,,,,,,,,,,1,,,,,,,,2
989648,1,,,,,,,,,,,0,0,,,0,,1,,,2
989651,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
989653,0,0,,,,0,0,0,0,1,,,,,,,,,,,1
989655,,1,,,,,,,,,,,,,,0,,,,,1
989656,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,0
989707,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
989766,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0
989767,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
989771,0,,,,,0,0,0,0,0,0,0,,0,0,,,,,,0
989773,0,,,,,0,0,0,0,1,1,,,,0,,,,,,2
989935,,,,,,,,,,,,1,,,,,,,1,,2
989944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
990136,0,,,0,,0,0,0,0,0,0,,0,,,,,0,,,0
990148,,1,,,,,,,,,,,,,,1,,,,,2
990168,0,,,,,0,0,0,,0,0,0,,,0,,,,,,0
990235,0,,,,,0,0,0,,0,0,0,,,0,,,,,,0
990249,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0
990287,0,0,,,,0,0,0,0,0,0,0,0,,0,,,0,,,0
990374,0,,,0,,0,0,0,0,0,0,,,,,,,,,,0
990641,0,,0,,0,,,,,,,,0,,1,,,0,,,1
990658,0,0,,,,0,0,0,,0,0,,,,,,,,,,0
990778,0,0,,,,1,1,,,,,0,0,0,1,,,0,,,3
990783,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,0,,,1
990784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0
990789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
990853,0,0,0,0,0,0,0,,0,0,,,0,,0,,,0,,,0
990862,0,0,0,,0,0,0,0,0,0,0,,0,,,,,0,,,0
990865,0,0,0,0,0,1,1,,,,,,,,,,,,,,2
990940,0,,,,,0,0,0,0,1,1,,,,,,,,,,2
991022,0,,,0,,0,0,0,0,0,0,,,,,,0,,,,0
991071,0,1,,,,,,,,,,,1,,,,,,,,2
991072,0,,,,,0,0,0,0,0,0,,0,,0,,0,0,,,0
991117,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
991159,0,,,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0
991161,0,1,,,,,,,,,,0,1,,0,,,,,,2
991200,0,,,,,0,0,,,,,,,,0,,,,,,0
991224,0,,,,,0,0,0,,0,0,,,,,,,,,,0
991289,,1,,,,,,,,,,,1,,,,,,,,2
991291,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
991382,0,,0,,0,0,0,0,0,0,0,,0,,0,,0,0,,,0
991389,0,,0,,,0,0,0,0,0,0,,0,,,,,0,,,0
991408,0,,0,,,0,0,0,0,0,0,,,,0,,,,,,0
991415,0,,0,,0,0,0,0,0,0,0,,,,,,,,,,0
991417,0,,0,,,0,0,0,0,0,0,0,,,0,,0,,,,0
991421,0,0,,,,0,0,0,0,0,0,,,,0,,,,,,0
991509,,1,,,,,,,,,,,0,,0,,,0,,,1
991511,,0,,,,,,,,,,0,1,,,0,,,0,,1
991551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
991554,0,0,0,0,,0,0,,0,0,,,,,0,,,,,,0
991631,0,,,,,0,0,,0,0,,,,,,,,,,,0
991634,0,,,,,0,0,0,0,0,0,0,,,0,,,,,,0
991672,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,,0,,,1
991685,0,,0,,,0,0,1,0,,,,,,,,,,,,1
991690,0,,0,,,0,1,,,,,,,,0,,,,,,1
991708,0,,,,,0,0,0,0,0,1,,,,0,,,,,,1
991776,0,0,0,,0,0,0,,,,,,,,,,,,,,0
991777,0,0,,,,0,0,0,0,1,1,0,,,0,,,,,,2
991778,0,,,,0,0,0,0,0,0,1,,0,,,,,0,,,1
991880,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,,,0
991881,0,,0,0,,0,0,0,0,0,0,,0,,0,,,0,,,0
991887,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,,,0
991923,,,,,,,,,,,,1,,,,1,,,,,2
992000,,,,,,,,,,,,,,,1,1,,,,,2
992004,,1,,,,,,,,,,,,,,1,,,0,,2
992049,,,,,,,,,,,,,1,,1,,,,,,2
992127,,1,,,,,,,,,,1,0,,,,,,,,2
992129,0,0,,,0,0,0,1,0,,,0,0,,0,,,0,,,1
992168,0,1,,,,,,,,,,,0,,,,,,,,1
992247,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,0
992260,0,,0,,,0,0,0,0,1,1,,,,0,,,,,,2
992299,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,0
992301,0,0,0,0,,,,,,,,,0,0,0,1,,0,0,,1
992429,0,,0,0,0,0,0,,,,,0,0,,,0,0,0,,,0
992435,0,,0,0,,0,0,1,0,,,0,0,,0,,,0,,,1
992442,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0
992487,0,,,1,,,,,,,,,1,,,1,,,,,3
992527,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
992528,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,0
992532,0,,,,,0,0,0,0,0,1,,,,,,,,,,1
992578,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
992583,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
992607,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,0
992617,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
992677,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
992814,1,,,0,,,,,,,,0,0,,,0,,1,,,2
992815,0,0,1,0,,,,,,,,,0,,0,,,0,1,,2
992893,0,,,,,0,0,0,,0,0,,,,,,,,,,0
992925,,1,,1,,,,,,,,,1,,,,,,,,3
992955,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
992968,0,,,,,0,0,,,,,,,,,,,,,,0
993091,0,0,,,,,,,,,,,1,,0,1,,,0,,2
993207,0,0,0,1,1,,,,,,,0,0,,0,0,,0,,,2
993268,0,,,,,,,,,,,0,1,,1,,,,1,,3
993271,,,,,,,,,,,,1,1,,,,,,,,2
993272,0,0,,,0,0,0,1,1,,,,,,,,,,,,2
993297,0,0,,,,0,0,0,0,0,0,,,,0,,,,,,0
993303,0,0,,,,,,,,,,,,,,,,,,,0
993378,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
993407,0,,0,0,0,0,0,0,0,0,0,,0,,0,,,0,,,0
993465,0,,,0,0,0,1,,,,,,,,,,,,,,1
993513,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,0
993522,0,,,,,0,0,0,0,0,1,,,,,,,,,,1
993525,0,,,,,0,0,0,0,0,0,,0,,0,0,,0,,,0
993527,0,,0,,0,0,0,,,,,0,0,0,0,,0,0,,,0
993596,,0,,,,,,,,,,0,,,,0,,,0,,0
993636,,,,,,,,,,,,0,,,,0,,,0,,0
993637,0,,,,,0,0,0,0,0,0,0,,,0,,,,,,0
993699,0,,,,,1,1,,,,,,,,,,,,,,2
993773,0,0,,,,0,0,0,0,0,1,,,0,0,,,,,,1
993776,,0,,,,,,,,,,0,0,0,,0,0,0,0,,0
993795,0,,,,0,0,0,0,0,1,,,,,,,,,,,1
994358,0,0,0,,,0,0,0,0,0,0,,,,0,,,,,,0
994435,0,0,,,,0,0,0,0,0,0,,,,0,,,,,,0
994536,0,0,,,,,,,,,,0,1,1,,0,,,,,2
994571,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
994578,,0,,,,,,,,,,0,1,0,,0,0,,0,,1
994579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0
994583,,1,,,,,,,,,,0,,,1,0,1,,0,,3
994631,,,,1,,,,,,,,,1,,,,,,,,2
994632,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,,,0
994789,0,,0,,0,0,0,0,0,0,0,,0,,,,,0,,,0
994960,,,,1,,,,,,,,0,1,,,,,,,,2
994962,,,,,,,,,,,,,1,1,,0,,,,,2
994990,0,,,,0,0,0,0,0,0,0,0,,0,,,,,,,0
995027,0,,0,,0,0,0,0,0,0,0,,0,,,,,0,,,0
995129,,1,,,,,,,,,,0,1,0,,0,0,,0,,2
995210,,0,,1,,,,,,,,,,0,0,,,,,,1
995216,0,0,0,0,,0,0,0,0,0,0,,,,0,,,,,,0
995353,0,,0,0,0,0,0,0,0,0,0,,0,,,,,0,,,0
995433,,,,,,,,,,,,,0,,,,,,,,0
995441,0,,,,,0,0,0,0,0,1,0,,,,,,,,,1
995528,0,,,,0,0,0,0,0,0,0,,,,,,,,,,0
995545,1,,,,,,,,,,,0,0,0,,,,1,,,2
995595,0,0,,,0,0,0,0,0,0,0,,,,0,,,,,,0
995666,0,,0,0,,0,0,0,0,0,0,,,0,,,,,,,0
995667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
995700,0,0,0,0,0,0,0,0,0,1,0,,0,,,,0,0,,,1
995730,0,,,,,0,0,0,0,1,,,,,,,,,,,1
995731,0,,,,,0,0,,0,0,,,,,0,,,,,,0
995752,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
995818,0,,,,,0,0,0,0,0,0,,0,,,,,0,,,0
995915,,1,,,,,,,,,,0,,,0,1,,,,,2
995917,0,,,,0,0,0,0,0,0,0,,0,,,,,0,,,0
995936,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
995940,,,,,,,,,,,,,1,,,0,,,,,1
995970,0,,0,,,0,0,1,1,,,,,,0,,,,,,2
995988,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
995990,0,,,0,,0,0,0,0,1,1,,,,,,,,,,2
996077,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
996141,0,,,,,0,0,0,0,0,0,,,,0,,0,,,,0
996212,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
996299,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,0
996300,,,,,,,,,,,,0,,,,,,,1,,1
996330,0,,,,0,0,0,0,0,0,0,0,,,0,,,,,,0
996338,0,0,,,,0,0,0,0,0,0,,,0,0,,,,,,0
996423,0,,,,,0,0,1,0,,,,,,0,,,,,,1
996487,0,,0,,0,0,0,0,0,0,0,0,0,,,,,0,,,0
996572,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
996663,,1,,,,,,,,,,,1,,,,,,,,2
996664,0,,0,0,,0,0,0,0,0,0,0,,,0,,,,,,0
996788,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
996886,,1,,,,,,,,,,0,,,,0,,,1,,2
996889,,,,,,,,,,,,1,,,,1,,,0,,2
996909,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
996928,,1,,,,,,,,,,,1,,,,,,,,2
996932,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,0
996997,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
996999,,1,,,,,,,,,,0,1,,,0,1,,0,,3
997036,0,,0,,,0,0,0,0,1,1,,0,,,,,0,,,2
997038,,,,,,,,,,,,1,1,,,,,,,,2
997241,0,,,0,,,,,,,,,0,,,1,,1,1,,3
997246,,1,,,,,,,,,,0,1,0,,0,,,0,,2
997247,,,,,,,,,,,,,1,,,1,,,,,2
997259,0,0,,,,0,0,,0,0,,,,,,,,,,,0
997450,0,0,0,0,,0,0,1,0,,,,,,,,,,,,1
997452,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,,,0
997524,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
997528,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
997611,0,0,,,,0,0,0,0,1,1,0,0,,,,0,0,,,2
997615,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
997618,,1,,,,,,,,,,0,,,,0,,,0,,1
997647,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
997761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
997887,0,,,,0,0,0,0,0,0,0,,0,,,,,0,,,0
997940,0,,,,,0,0,0,0,0,0,0,0,,,,,0,,,0
998061,0,,,0,,0,0,0,0,1,0,,,0,,0,,,,,1
998063,0,0,,,0,0,0,0,0,0,0,,,0,0,0,,,,,0
998101,0,,,,,0,0,0,0,0,0,,,,0,,0,,,,0
998127,0,0,0,0,0,0,0,0,0,1,1,0,0,,,0,0,0,,,2
998128,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,,1
998165,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
998177,,1,,,,,,,,,,,1,,,,,,,,2
998260,0,0,0,0,0,0,0,0,0,1,0,,0,,,,0,0,,,1
998315,1,1,,,,,,,,,,,,,,,,,,,2
998316,0,,0,,0,0,0,1,0,,,,0,,,,,0,,,1
998370,,0,,,,,,,,,,,1,,,0,,,1,,2
998371,0,,0,0,0,0,0,,0,0,,,0,,0,,,0,,,0
998377,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
998452,0,1,,,,,,,,,,0,1,,,,0,,,,2
998560,,0,,,,,,,,,,0,,,,0,0,,,,0
998592,,0,,,,,,,,,,0,0,,,0,,,,,0
998650,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
998657,,1,,,,,,,,,,,1,,,,,,,,2
998658,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0
998764,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
998812,1,,,,,,,,,,,,1,,0,,,,,,2
998953,0,,,,,0,0,0,,0,0,0,,,0,,,,,,0
998967,0,,0,,0,0,1,,,,,0,0,,,,0,0,,,1
998992,0,,,,,0,0,0,0,0,0,0,,,0,,,,,,0
999073,0,,,,0,0,0,1,1,,,,0,,0,,,,,,2
999077,0,,0,,0,,,,,,,,0,,,,0,0,,,0
999119,0,,0,0,0,0,1,,,,,,0,,0,0,0,0,,,1
999231,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
999236,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0
999238,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
999243,0,0,,,0,0,0,0,0,0,0,,,0,0,,,,,,0
999278,0,,0,,0,0,0,0,0,0,0,,0,0,0,,,0,,,0
999319,,0,,,,,,,,,,0,1,,,0,0,,1,,2
999326,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
999331,0,0,,,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0
999424,0,,0,0,0,0,0,,,,,,0,,,,,0,,,0
999439,0,,0,,,0,0,0,0,0,0,,,,0,,,,,,0
999464,0,,,,,0,0,,,,,,,,,,,,,,0
999471,0,0,,,,0,0,0,0,0,0,0,,,,,,,,,0
999550,0,,,,,1,1,,,,,,,,,,,,,,2
999577,0,,,0,,0,0,0,0,1,1,,,0,0,,,,,,2
999583,0,,,,,0,0,0,0,1,1,,,,,,,,,,2
999586,0,,0,0,,0,0,0,0,1,1,,,,0,,,,,,2
999646,,,,,,,,,,,,1,1,,,,,,,,2
999673,,1,,,,,,,,,,0,1,,,1,,,,,3
999674,,0,,,,,,,,,,,1,1,,,,,,,2
999681,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
999769,,1,,,,,,,,,,0,1,,,0,,,1,,3
999777,,0,,,,,,,,,,,0,0,,0,,,,,0
